Transaction_ID,Order_ID,Order_Date,Customer_ID,Customer_Name,Age,Gender,City,Product,Category,Quantity,Unit_Price,Total_Sales,Order_Month,Order_Year,Order_Month_Name
TXN0194,ORD100195,2025-08-06,CUST6228,Customer_466,41.0,Female,Pune,Book,Education,4,22321.8,89287.2,8,2025,August
TXN0195,ORD100196,2025-11-19,CUST3002,Customer_57,61.0,Male,Mumbai,Book,Education,8,27492.16,219937.28,11,2025,November
TXN0196,ORD100197,2025-10-26,CUST3685,Customer_94,23.0,Female,Delhi,Chair,Furniture,1,35489.21,35489.21,10,2025,October
TXN0197,ORD100198,2025-02-08,CUST3417,Customer_102,36.0,Male,Patna,Laptop,Electronics,8,31510.55,252084.4,2,2025,February
TXN0198,ORD100199,2025-01-04,CUST7187,Customer_149,38.0,Male,Patna,Mobile,Electronics,1,16633.85,16633.85,1,2025,January
TXN0199,ORD100200,2025-02-24,CUST2953,Customer_435,41.0,Female,Kolkata,Rice,Grocery,8,27608.55,220868.4,2,2025,February
TXN0200,ORD100201,2025-12-23,CUST2779,Customer_336,44.0,Female,Patna,Rice,Grocery,7,25521.26,178648.82,12,2025,December
TXN0201,ORD100202,2025-02-26,CUST6564,Customer_216,59.0,Female,Patna,Mobile,Electronics,4,35658.89,142635.56,2,2025,February
TXN0202,ORD100203,2025-03-10,CUST4996,Customer_449,61.0,Female,Hyderabad,Laptop,Electronics,8,18088.02,144704.16,3,2025,March
TXN0203,ORD100204,2025-12-16,CUST2428,Customer_127,52.0,Female,Mumbai,Book,Education,3,16041.29,48123.87,12,2025,December
TXN0204,ORD100205,2025-02-26,CUST2448,Customer_444,59.0,Female,Kolkata,Chair,Furniture,9,16533.74,148803.66,2,2025,February
TXN0205,ORD100206,2025-03-09,CUST1049,Customer_243,55.0,Female,Hyderabad,Book,Education,1,16714.64,16714.64,3,2025,March
TXN0206,ORD100207,2025-08-30,CUST9728,Customer_338,45.0,Male,Gaya,Rice,Grocery,4,46356.08,185424.32,8,2025,August
TXN0207,ORD100208,2025-02-25,CUST6932,Customer_304,31.0,Male,Kolkata,Shoes,Fashion,8,2636.28,21090.24,2,2025,February
TXN0208,ORD100209,2025-04-05,CUST9159,Customer_12,40.0,Female,Kolkata,Mobile,Electronics,6,34808.76,208852.56,4,2025,April
TXN0209,ORD100210,2025-08-25,CUST6518,Customer_410,44.0,Female,Hyderabad,Shoes,Fashion,10,17713.87,177138.7,8,2025,August
TXN0210,ORD100211,2025-04-16,CUST4756,Customer_15,55.0,Female,Bengaluru,Book,Education,3,4421.33,13263.99,4,2025,April
TXN0211,ORD100212,2025-04-10,CUST7659,Customer_445,20.0,Male,Patna,Chair,Furniture,1,49067.82,49067.82,4,2025,April
TXN0212,ORD100213,2025-11-09,CUST6727,Customer_452,34.0,Female,Mumbai,Mobile,Electronics,6,18644.18,111865.08,11,2025,November
TXN0213,ORD100214,2025-08-25,CUST8049,Customer_384,37.0,Female,Delhi,Laptop,Electronics,9,14462.81,130165.29,8,2025,August
TXN0214,ORD100215,2025-07-18,CUST4705,Customer_53,43.0,Female,Hyderabad,Shoes,Fashion,1,29838.32,29838.32,7,2025,July
TXN0215,ORD100216,2025-03-20,CUST5355,Customer_108,23.0,Male,Delhi,Rice,Grocery,5,9508.4,47542.0,3,2025,March
TXN0216,ORD100217,2025-03-23,CUST3186,Customer_412,60.0,Female,Delhi,Mobile,Electronics,4,39054.95,156219.8,3,2025,March
TXN0217,ORD100218,2025-10-07,CUST1822,Customer_174,39.0,Male,Kolkata,Mobile,Electronics,6,20308.85,121853.1,10,2025,October
TXN0218,ORD100219,2025-01-13,CUST9645,Customer_341,25.0,Female,Hyderabad,Rice,Grocery,4,15549.95,62199.8,1,2025,January
TXN0219,ORD100220,2025-09-14,CUST2997,Customer_181,23.0,Female,Hyderabad,Laptop,Electronics,1,34192.3,34192.3,9,2025,September
TXN0220,ORD100221,2025-04-27,CUST2088,Customer_382,65.0,Female,Hyderabad,Book,Education,2,12214.1,24428.2,4,2025,April
TXN0221,ORD100222,2025-07-13,CUST1711,Customer_36,20.0,Female,Bengaluru,Shoes,Fashion,10,49086.64,490866.4,7,2025,July
TXN0222,ORD100223,2025-01-10,CUST9840,Customer_347,38.0,Female,Bengaluru,Mobile,Electronics,8,20404.62,163236.96,1,2025,January
TXN0223,ORD100224,2025-12-06,CUST7613,Customer_432,22.0,Male,Mumbai,Laptop,Electronics,8,49347.28,394778.24,12,2025,December
TXN0224,ORD100225,2025-12-07,CUST1443,Customer_315,37.0,Female,Unknown,Rice,Grocery,1,25336.7,25336.7,12,2025,December
TXN0225,ORD100226,2025-02-08,CUST9319,Customer_434,54.0,Female,Pune,Rice,Grocery,5,7361.11,36805.55,2,2025,February
TXN0226,ORD100227,2025-04-07,CUST6773,Customer_200,22.0,Male,Hyderabad,Laptop,Electronics,4,33205.94,132823.76,4,2025,April
TXN0227,ORD100228,2025-06-19,CUST5214,Customer_142,63.0,Female,Patna,Chair,Furniture,4,21609.52,86438.08,6,2025,June
TXN0228,ORD100229,2025-07-08,CUST3618,Customer_131,28.0,Male,Pune,Laptop,Electronics,10,33072.39,330723.9,7,2025,July
TXN0229,ORD100230,2025-11-01,CUST3668,Customer_415,63.0,Male,Patna,Mobile,Electronics,6,46679.69,280078.14,11,2025,November
TXN0230,ORD100231,2025-05-16,CUST7315,Customer_283,45.0,Female,Mumbai,Book,Education,3,17931.34,53794.02,5,2025,May
TXN0231,ORD100232,2025-04-11,CUST9158,Customer_297,61.0,Male,Gaya,Chair,Furniture,4,5518.32,22073.28,4,2025,April
TXN0232,ORD100233,2025-06-21,CUST6522,Customer_468,61.0,Male,Mumbai,Book,Education,7,15331.09,107317.63,6,2025,June
TXN0233,ORD100234,2025-09-05,CUST3760,Customer_360,63.0,Female,Bengaluru,Shoes,Fashion,1,41626.11,41626.11,9,2025,September
TXN0234,ORD100235,2025-10-22,CUST5079,Customer_348,41.0,Female,Bengaluru,Chair,Furniture,8,33479.62,267836.96,10,2025,October
TXN0235,ORD100236,2025-05-19,CUST6082,Customer_301,62.0,Male,Mumbai,Laptop,Electronics,9,44135.66,397220.94,5,2025,May
TXN0236,ORD100237,2025-06-25,CUST8311,Customer_225,32.0,Male,Bengaluru,Mobile,Electronics,10,4504.89,45048.9,6,2025,June
TXN0237,ORD100238,2025-02-04,CUST5945,Customer_49,40.0,Female,Kolkata,Shoes,Fashion,7,28710.98,200976.86,2,2025,February
TXN0238,ORD100239,2025-02-23,CUST9191,Customer_323,38.0,Male,Hyderabad,Book,Education,6,25562.3,153373.8,2,2025,February
TXN0239,ORD100050,2025-03-01,CUST8467,Customer_104,23.0,Male,Bengaluru,Book,Education,3,2860.83,8582.49,3,2025,March
TXN0240,ORD100241,2025-02-12,CUST1197,Customer_419,36.0,Male,Pune,Book,Education,4,1486.03,5944.12,2,2025,February
TXN0241,ORD100242,2025-12-22,CUST6111,Customer_204,34.0,Female,Hyderabad,Laptop,Electronics,8,4159.17,33273.36,12,2025,December
TXN0242,ORD100243,2025-05-04,CUST1367,Customer_48,21.0,Female,Bengaluru,Book,Education,7,6218.47,43529.29,5,2025,May
TXN0243,ORD100244,2025-03-27,CUST6584,Customer_449,21.0,Male,Mumbai,Mobile,Electronics,10,29646.26,296462.6,3,2025,March
TXN0244,ORD100245,2025-09-21,CUST2862,Customer_122,25.0,Male,Bengaluru,Rice,Grocery,7,10674.88,74724.16,9,2025,September
TXN0245,ORD100246,2025-05-31,CUST4094,Customer_382,51.0,Male,Hyderabad,Rice,Grocery,4,44577.29,178309.16,5,2025,May
TXN0246,ORD100247,2025-09-17,CUST5129,Customer_404,54.0,Male,Bengaluru,Book,Education,6,36587.03,219522.18,9,2025,September
TXN0247,ORD100248,2025-02-09,CUST4629,Customer_167,40.0,Female,Patna,Mobile,Electronics,3,25277.79,75833.37,2,2025,February
TXN0248,ORD100249,2025-01-23,CUST5454,Customer_368,19.0,Female,Hyderabad,Chair,Furniture,10,30855.5,308555.0,1,2025,January
TXN0249,ORD100250,2025-12-20,CUST3169,Customer_138,41.0,Female,Delhi,Mobile,Electronics,7,19829.73,138808.11,12,2025,December
TXN0250,ORD100251,2025-04-02,CUST9047,Customer_363,42.0,Male,Patna,Laptop,Electronics,7,46461.17,325228.19,4,2025,April
TXN0251,ORD100252,2025-08-28,CUST9097,Customer_384,26.0,Male,Hyderabad,Book,Education,2,32168.36,64336.72,8,2025,August
TXN0252,ORD100253,2025-04-16,CUST2006,Customer_131,50.0,Male,Kolkata,Book,Education,2,1655.36,3310.72,4,2025,April
TXN0253,ORD100254,2025-08-17,CUST5418,Customer_491,41.0,Female,Kolkata,Book,Education,4,44463.18,177852.72,8,2025,August
TXN0254,ORD100255,2025-05-02,CUST8067,Customer_283,47.0,Female,Patna,Chair,Furniture,6,43576.14,261456.84,5,2025,May
TXN0255,ORD100256,2025-05-03,CUST3080,Customer_378,41.0,Female,Pune,Chair,Furniture,1,43789.89,43789.89,5,2025,May
TXN0256,ORD100257,2025-12-15,CUST6728,Customer_413,64.0,Male,Bengaluru,Mobile,Electronics,1,34757.71,34757.71,12,2025,December
TXN0257,ORD100258,2025-09-10,CUST7801,Customer_150,41.0,Male,Pune,Chair,Furniture,7,6196.22,43373.54,9,2025,September
TXN0258,ORD100259,2025-06-18,CUST4686,Customer_473,27.0,Male,Pune,Rice,Grocery,8,36364.84,290918.72,6,2025,June
TXN0259,ORD100260,2025-01-20,CUST6345,Customer_420,32.0,Male,Hyderabad,Chair,Furniture,3,15948.34,47845.02,1,2025,January
TXN0260,ORD100261,2025-07-09,CUST6927,Customer_165,23.0,Male,Gaya,Chair,Furniture,5,17292.4,86462.0,7,2025,July
TXN0261,ORD100262,2025-10-28,CUST8686,Customer_404,56.0,Female,Patna,Chair,Furniture,6,29255.02,175530.12,10,2025,October
TXN0262,ORD100263,2025-06-22,CUST6585,Customer_214,21.0,Male,Hyderabad,Rice,Grocery,4,25906.46,103625.84,6,2025,June
TXN0263,ORD100264,2025-04-18,CUST7176,Customer_434,33.0,Male,Bengaluru,Chair,Furniture,9,6110.1,54990.9,4,2025,April
TXN0264,ORD100265,2025-05-04,CUST9233,Customer_485,35.0,Male,Hyderabad,Chair,Furniture,10,36331.75,363317.5,5,2025,May
TXN0265,ORD100266,2025-11-26,CUST7501,Customer_2,40.0,Female,Gaya,Rice,Grocery,8,6459.95,51679.6,11,2025,November
TXN0266,ORD100267,2025-05-06,CUST7082,Customer_492,21.0,Female,Bengaluru,Book,Education,4,25164.5,100658.0,5,2025,May
TXN0267,ORD100268,2025-04-04,CUST2463,Customer_390,25.0,Male,Bengaluru,Laptop,Electronics,5,49665.71,248328.55,4,2025,April
TXN0268,ORD100269,2025-08-01,CUST1662,Customer_365,31.0,Female,Pune,Book,Education,7,13789.53,96526.71,8,2025,August
TXN0269,ORD100270,2025-10-25,CUST7413,Customer_4,54.0,Male,Kolkata,Laptop,Electronics,5,16404.25,82021.25,10,2025,October
TXN0270,ORD100271,2025-12-26,CUST1994,Customer_390,48.0,Male,Pune,Book,Education,3,32373.88,97121.64,12,2025,December
TXN0271,ORD100272,2025-08-03,CUST6173,Customer_51,22.0,Male,Pune,Mobile,Electronics,7,21466.96,150268.72,8,2025,August
TXN0272,ORD100273,2025-01-10,CUST7374,Customer_375,62.0,Female,Patna,Book,Education,5,47201.84,236009.2,1,2025,January
TXN0273,ORD100274,2025-09-11,CUST4737,Customer_367,22.0,Female,Patna,Book,Education,5,36171.66,180858.3,9,2025,September
TXN0274,ORD100275,2025-06-07,CUST3689,Customer_335,34.0,Female,Patna,Laptop,Electronics,8,47311.77,378494.16,6,2025,June
TXN0275,ORD100276,2025-09-06,CUST6444,Customer_251,23.0,Female,Mumbai,Book,Education,9,28865.26,259787.34,9,2025,September
TXN0276,ORD100277,2025-09-13,CUST2152,Customer_99,63.0,Female,Bengaluru,Mobile,Electronics,2,48433.7,96867.4,9,2025,September
TXN0277,ORD100278,2025-09-14,CUST1636,Customer_243,63.0,Female,Patna,Chair,Furniture,7,7528.42,52698.94,9,2025,September
TXN0278,ORD100279,2025-09-30,CUST3341,Customer_263,54.0,Male,Gaya,Mobile,Electronics,4,46629.93,186519.72,9,2025,September
TXN0279,ORD100280,2025-08-19,CUST1463,Customer_397,21.0,Female,Bengaluru,Shoes,Fashion,3,32403.32,97209.96,8,2025,August
TXN0280,ORD100281,2025-12-26,CUST3877,Customer_133,18.0,Male,Delhi,Mobile,Electronics,6,14220.63,85323.78,12,2025,December
TXN0281,ORD100282,2025-12-28,CUST6407,Customer_157,26.0,Female,Delhi,Laptop,Electronics,6,5810.2,34861.2,12,2025,December
TXN0282,ORD100283,2025-01-09,CUST4381,Customer_324,39.0,Female,Kolkata,Laptop,Electronics,6,22627.46,135764.76,1,2025,January
TXN0283,ORD100284,2025-05-09,CUST5097,Customer_302,65.0,Female,Mumbai,Mobile,Electronics,9,20619.08,185571.72,5,2025,May
TXN0284,ORD100285,2025-10-17,CUST9910,Customer_110,18.0,Male,Hyderabad,Shoes,Fashion,2,45034.12,90068.24,10,2025,October
TXN0285,ORD100286,2025-10-23,CUST7806,Customer_4,64.0,Female,Hyderabad,Rice,Grocery,2,40768.5,81537.0,10,2025,October
TXN0286,ORD100287,2025-01-11,CUST8105,Customer_385,52.0,Male,Delhi,Mobile,Electronics,3,35888.63,107665.89,1,2025,January
TXN0287,ORD100288,2025-11-04,CUST6002,Customer_83,46.0,Male,Delhi,Laptop,Electronics,9,23875.09,214875.81,11,2025,November
TXN0288,ORD100289,2025-11-07,CUST1334,Customer_364,31.0,Male,Kolkata,Shoes,Fashion,2,17100.29,34200.58,11,2025,November
TXN0289,ORD100290,2025-04-06,CUST9248,Customer_451,51.0,Male,Mumbai,Chair,Furniture,7,15202.84,106419.88,4,2025,April
TXN0290,ORD100291,2025-08-31,CUST7152,Customer_423,22.0,Female,Patna,Mobile,Electronics,6,17696.96,106181.76,8,2025,August
TXN0291,ORD100292,2025-02-20,CUST8650,Customer_384,23.0,Male,Gaya,Rice,Grocery,6,13138.1,78828.6,2,2025,February
TXN0292,ORD100293,2025-04-16,CUST9284,Customer_212,44.0,Female,Kolkata,Book,Education,5,3842.06,19210.3,4,2025,April
TXN0293,ORD100294,2025-03-02,CUST4169,Customer_307,41.0,Female,Hyderabad,Rice,Grocery,4,6495.5,25982.0,3,2025,March
TXN0294,ORD100295,2025-05-04,CUST3464,Customer_1,18.0,Female,Bengaluru,Book,Education,4,43207.48,172829.92,5,2025,May
TXN0295,ORD100296,2025-07-04,CUST8294,Customer_103,30.0,Female,Hyderabad,Book,Education,4,49876.67,199506.68,7,2025,July
TXN0296,ORD100297,2025-11-18,CUST4845,Customer_401,18.0,Male,Mumbai,Chair,Furniture,1,2599.12,2599.12,11,2025,November
TXN0297,ORD100298,2025-07-28,CUST6538,Customer_365,37.0,Female,Pune,Mobile,Electronics,4,6652.95,26611.8,7,2025,July
TXN0298,ORD100299,2025-03-25,CUST6028,Customer_58,39.0,Male,Delhi,Laptop,Electronics,4,20533.23,82132.92,3,2025,March
TXN0299,ORD100300,2025-07-01,CUST7944,Customer_282,41.0,Male,Unknown,Chair,Furniture,6,28595.31,171571.86,7,2025,July
TXN0300,ORD100301,2025-09-12,CUST5406,Customer_164,30.0,Male,Kolkata,Mobile,Electronics,5,9509.13,47545.65,9,2025,September
TXN0301,ORD100302,2025-08-09,CUST9552,Customer_340,30.0,Male,Patna,Chair,Furniture,7,1106.55,7745.85,8,2025,August
TXN0302,ORD100303,2025-03-27,CUST3059,Customer_104,36.0,Male,Patna,Shoes,Fashion,6,39075.07,234450.42,3,2025,March
TXN0303,ORD100304,2025-07-06,CUST1183,Customer_189,20.0,Female,Gaya,Chair,Furniture,7,7046.4,49324.8,7,2025,July
TXN0304,ORD100305,2025-08-27,CUST1088,Customer_1,40.0,Male,Patna,Shoes,Fashion,5,40763.95,203819.75,8,2025,August
TXN0305,ORD100306,2025-08-02,CUST8195,Customer_388,52.0,Female,Patna,Shoes,Fashion,1,3727.43,3727.43,8,2025,August
TXN0306,ORD100307,2026-01-01,CUST1231,Customer_339,53.0,Male,Patna,Rice,Grocery,4,46771.94,187087.76,1,2026,January
TXN0307,ORD100308,2025-12-12,CUST6206,Customer_18,50.0,Male,Kolkata,Book,Education,7,43207.91,302455.37,12,2025,December
TXN0308,ORD100309,2025-03-23,CUST7625,Customer_251,50.0,Female,Patna,Book,Education,3,5803.11,17409.33,3,2025,March
TXN0309,ORD100310,2025-07-29,CUST1762,Customer_141,27.0,Male,Delhi,Book,Education,4,30974.95,123899.8,7,2025,July
TXN0310,ORD100311,2025-09-08,CUST1743,Customer_222,56.0,Male,Hyderabad,Shoes,Fashion,4,40276.76,161107.04,9,2025,September
TXN0311,ORD100312,2025-11-12,CUST9788,Customer_229,64.0,Male,Hyderabad,Mobile,Electronics,8,17270.72,138165.76,11,2025,November
TXN0312,ORD100313,2025-10-23,CUST2687,Customer_190,64.0,Female,Hyderabad,Book,Education,6,8249.36,49496.16,10,2025,October
TXN0313,ORD100314,2025-07-22,CUST3094,Customer_47,49.0,Female,Bengaluru,Mobile,Electronics,8,42935.06,343480.48,7,2025,July
TXN0314,ORD100315,2025-06-08,CUST7059,Customer_224,51.0,Female,Delhi,Laptop,Electronics,8,1722.06,13776.48,6,2025,June
TXN0315,ORD100316,2025-04-21,CUST8229,Customer_161,32.0,Male,Pune,Mobile,Electronics,5,25857.91,129289.55,4,2025,April
TXN0316,ORD100317,2025-02-25,CUST9307,Customer_274,37.0,Female,Hyderabad,Book,Education,4,47319.13,189276.52,2,2025,February
TXN0317,ORD100318,2025-01-30,CUST2457,Customer_462,51.0,Male,Kolkata,Mobile,Electronics,2,21816.67,43633.34,1,2025,January
TXN0318,ORD100319,2025-06-08,CUST5057,Customer_158,52.0,Female,Patna,Shoes,Fashion,3,10075.98,30227.94,6,2025,June
TXN0319,ORD100320,2025-05-07,CUST1516,Customer_148,52.0,Male,Mumbai,Laptop,Electronics,9,22182.44,199641.96,5,2025,May
TXN0320,ORD100321,2025-06-22,CUST4527,Customer_359,54.0,Male,Mumbai,Book,Education,6,35006.3,210037.8,6,2025,June
TXN0321,ORD100322,2025-08-15,CUST2650,Customer_276,56.0,Female,Kolkata,Chair,Furniture,10,16222.64,162226.4,8,2025,August
TXN0322,ORD100323,2025-09-20,CUST1932,Customer_369,35.0,Male,Delhi,Mobile,Electronics,4,1935.28,7741.12,9,2025,September
TXN0323,ORD100324,2025-07-20,CUST2094,Customer_165,54.0,Female,Hyderabad,Book,Education,4,28385.87,113543.48,7,2025,July
TXN0324,ORD100325,2025-08-26,CUST7196,Customer_286,40.0,Male,Delhi,Chair,Furniture,8,33388.11,267104.88,8,2025,August
TXN0325,ORD100326,2025-05-27,CUST2537,Customer_32,30.0,Female,Bengaluru,Mobile,Electronics,1,1005.21,1005.21,5,2025,May
TXN0326,ORD100327,2025-03-30,CUST9627,Customer_444,47.0,Male,Gaya,Rice,Grocery,5,27900.36,139501.8,3,2025,March
TXN0327,ORD100328,2025-05-06,CUST3044,Customer_27,65.0,Female,Bengaluru,Rice,Grocery,10,31855.44,318554.4,5,2025,May
TXN0328,ORD100329,2025-04-12,CUST9693,Customer_343,48.0,Male,Patna,Book,Education,9,45988.02,413892.18,4,2025,April
TXN0329,ORD100330,2025-10-14,CUST5621,Customer_427,62.0,Female,Delhi,Shoes,Fashion,7,19261.81,134832.67,10,2025,October
TXN0330,ORD100331,2025-04-28,CUST6067,Customer_316,55.0,Male,Patna,Laptop,Electronics,8,22233.15,177865.2,4,2025,April
TXN0331,ORD100332,2025-02-03,CUST9465,Customer_470,44.0,Male,Kolkata,Shoes,Fashion,4,2247.11,8988.44,2,2025,February
TXN0332,ORD100333,2025-07-23,CUST3773,Customer_336,41.0,Female,Pune,Chair,Furniture,6,27965.93,167795.58,7,2025,July
TXN0333,ORD100334,2025-01-29,CUST5933,Customer_92,29.0,Male,Mumbai,Chair,Furniture,5,13013.63,65068.15,1,2025,January
TXN0334,ORD100335,2025-10-16,CUST8904,Customer_152,28.0,Female,Kolkata,Rice,Grocery,2,31943.19,63886.38,10,2025,October
TXN0335,ORD100336,2025-02-24,CUST2599,Customer_390,35.0,Male,Mumbai,Laptop,Electronics,5,26823.14,134115.7,2,2025,February
TXN0336,ORD100337,2025-12-05,CUST5249,Customer_236,57.0,Male,Pune,Shoes,Fashion,10,11637.38,116373.8,12,2025,December
TXN0337,ORD100338,2025-09-21,CUST9849,Customer_264,53.0,Female,Delhi,Chair,Furniture,5,38518.95,192594.75,9,2025,September
TXN0338,ORD100339,2025-03-02,CUST3891,Customer_453,65.0,Male,Mumbai,Laptop,Electronics,6,25123.86,150743.16,3,2025,March
TXN0339,ORD100340,2025-10-28,CUST8154,Customer_224,47.0,Female,Pune,Mobile,Electronics,9,47289.86,425608.74,10,2025,October
TXN0340,ORD100341,2025-02-13,CUST1614,Customer_267,52.0,Female,Bengaluru,Book,Education,4,18655.09,74620.36,2,2025,February
TXN0341,ORD100342,2025-01-28,CUST9557,Customer_475,47.0,Male,Mumbai,Book,Education,3,45718.65,137155.95,1,2025,January
TXN0342,ORD100343,2025-10-29,CUST9253,Customer_371,50.0,Female,Pune,Rice,Grocery,10,21580.33,215803.3,10,2025,October
TXN0343,ORD100344,2025-12-18,CUST2794,Customer_98,31.0,Female,Patna,Shoes,Fashion,5,10932.32,54661.6,12,2025,December
TXN0344,ORD100345,2025-05-01,CUST1463,Customer_257,56.0,Female,Gaya,Mobile,Electronics,6,12740.73,76444.38,5,2025,May
TXN0345,ORD100346,2025-02-09,CUST2051,Customer_103,31.0,Male,Bengaluru,Rice,Grocery,9,12137.54,109237.86,2,2025,February
TXN0346,ORD100347,2025-02-16,CUST1577,Customer_59,37.0,Male,Delhi,Shoes,Fashion,1,36943.51,36943.51,2,2025,February
TXN0347,ORD100348,2025-07-16,CUST7654,Customer_172,42.0,Male,Delhi,Rice,Grocery,2,33566.2,67132.4,7,2025,July
TXN0348,ORD100349,2025-03-27,CUST9304,Customer_216,38.0,Female,Bengaluru,Shoes,Fashion,2,32332.27,64664.54,3,2025,March
TXN0349,ORD100350,2025-07-11,CUST9709,Customer_409,41.0,Male,Pune,Laptop,Electronics,8,47254.7,378037.6,7,2025,July
TXN0350,ORD100351,2025-03-26,CUST6828,Customer_222,50.0,Male,Bengaluru,Chair,Furniture,3,42538.14,127614.42,3,2025,March
TXN0351,ORD100352,2025-02-24,CUST1170,Customer_67,37.0,Male,Mumbai,Mobile,Electronics,4,25840.34,103361.36,2,2025,February
TXN0352,ORD100353,2025-02-13,CUST3075,Customer_249,55.0,Male,Bengaluru,Laptop,Electronics,1,8162.84,8162.84,2,2025,February
TXN0353,ORD100354,2025-11-08,CUST7104,Customer_498,34.0,Male,Mumbai,Chair,Furniture,5,49012.25,245061.25,11,2025,November
TXN0354,ORD100355,2025-10-20,CUST3265,Customer_256,29.0,Male,Gaya,Rice,Grocery,5,19538.67,97693.35,10,2025,October
TXN0355,ORD100356,2025-08-17,CUST4601,Customer_82,55.0,Female,Hyderabad,Book,Education,1,5053.68,5053.68,8,2025,August
TXN0356,ORD100357,2025-07-15,CUST5743,Customer_248,28.0,Male,Gaya,Laptop,Electronics,6,14400.18,86401.08,7,2025,July
TXN0357,ORD100358,2025-08-11,CUST8871,Customer_345,43.0,Female,Kolkata,Chair,Furniture,4,28464.26,113857.04,8,2025,August
TXN0358,ORD100359,2025-01-26,CUST3763,Customer_221,32.0,Female,Delhi,Shoes,Fashion,5,40682.5,203412.5,1,2025,January
TXN0359,ORD100050,2025-02-11,CUST6467,Customer_181,24.0,Female,Pune,Rice,Grocery,7,45480.39,318362.73,2,2025,February
TXN0360,ORD100361,2025-04-26,CUST7309,Customer_266,52.0,Female,Delhi,Book,Education,6,42742.96,256457.76,4,2025,April
TXN0361,ORD100362,2025-10-01,CUST3281,Customer_243,64.0,Female,Pune,Laptop,Electronics,10,19010.69,190106.9,10,2025,October
TXN0362,ORD100363,2025-04-30,CUST9724,Customer_220,35.0,Male,Pune,Laptop,Electronics,5,31244.32,156221.6,4,2025,April
TXN0363,ORD100364,2025-11-16,CUST5468,Customer_463,32.0,Male,Bengaluru,Laptop,Electronics,7,42733.08,299131.56,11,2025,November
TXN0364,ORD100365,2025-12-30,CUST7621,Customer_375,61.0,Female,Gaya,Shoes,Fashion,1,44751.42,44751.42,12,2025,December
TXN0365,ORD100366,2025-03-13,CUST9551,Customer_230,18.0,Male,Bengaluru,Mobile,Electronics,10,47493.59,474935.9,3,2025,March
TXN0366,ORD100367,2025-09-07,CUST3023,Customer_223,43.0,Female,Gaya,Shoes,Fashion,8,46122.45,368979.6,9,2025,September
TXN0367,ORD100368,2025-06-06,CUST5318,Customer_376,61.0,Male,Bengaluru,Shoes,Fashion,3,31028.12,93084.36,6,2025,June
TXN0368,ORD100369,2025-06-12,CUST9900,Customer_496,26.0,Male,Bengaluru,Shoes,Fashion,2,48986.48,97972.96,6,2025,June
TXN0369,ORD100370,2025-01-26,CUST6142,Customer_410,37.0,Male,Patna,Mobile,Electronics,10,12839.38,128393.8,1,2025,January
TXN0370,ORD100371,2025-09-25,CUST8318,Customer_189,29.0,Female,Kolkata,Mobile,Electronics,1,6050.27,6050.27,9,2025,September
TXN0371,ORD100372,2025-06-15,CUST9485,Customer_43,57.0,Male,Mumbai,Mobile,Electronics,2,42518.8,85037.6,6,2025,June
TXN0372,ORD100373,2025-06-04,CUST9022,Customer_131,49.0,Female,Mumbai,Rice,Grocery,4,22806.21,91224.84,6,2025,June
TXN0373,ORD100374,2025-01-18,CUST4041,Customer_433,32.0,Female,Bengaluru,Laptop,Electronics,4,39453.46,157813.84,1,2025,January
TXN0374,ORD100375,2025-05-06,CUST5835,Customer_362,20.0,Male,Unknown,Laptop,Electronics,2,28311.58,56623.16,5,2025,May
TXN0375,ORD100376,2025-02-28,CUST9776,Customer_345,54.0,Female,Delhi,Rice,Grocery,3,11513.96,34541.88,2,2025,February
TXN0376,ORD100377,2025-10-25,CUST9292,Customer_89,33.0,Male,Bengaluru,Shoes,Fashion,8,16079.7,128637.6,10,2025,October
TXN0377,ORD100378,2025-09-29,CUST3607,Customer_266,64.0,Female,Patna,Book,Education,5,21152.92,105764.6,9,2025,September
TXN0378,ORD100379,2025-04-28,CUST1032,Customer_20,22.0,Female,Pune,Mobile,Electronics,7,20998.7,146990.9,4,2025,April
TXN0379,ORD100380,2025-04-04,CUST6531,Customer_218,57.0,Male,Kolkata,Rice,Grocery,6,13054.61,78327.66,4,2025,April
TXN0380,ORD100381,2025-06-07,CUST4482,Customer_139,53.0,Male,Pune,Mobile,Electronics,9,46780.58,421025.22,6,2025,June
TXN0381,ORD100382,2025-10-16,CUST4655,Customer_167,35.0,Male,Kolkata,Shoes,Fashion,7,34258.83,239811.81,10,2025,October
TXN0382,ORD100383,2025-08-25,CUST3365,Customer_80,23.0,Male,Delhi,Mobile,Electronics,7,17055.84,119390.88,8,2025,August
TXN0383,ORD100384,2025-10-15,CUST1481,Customer_40,40.0,Female,Patna,Chair,Furniture,10,7876.48,78764.8,10,2025,October
TXN0384,ORD100385,2025-11-24,CUST2242,Customer_331,53.0,Female,Delhi,Mobile,Electronics,10,34976.79,349767.9,11,2025,November
TXN0385,ORD100386,2025-06-30,CUST8164,Customer_156,34.0,Female,Delhi,Chair,Furniture,8,38672.34,309378.72,6,2025,June
TXN0386,ORD100387,2025-06-17,CUST9469,Customer_426,18.0,Female,Kolkata,Shoes,Fashion,1,48695.59,48695.59,6,2025,June
TXN0387,ORD100388,2025-10-04,CUST3129,Customer_138,39.0,Male,Hyderabad,Book,Education,9,41871.43,376842.87,10,2025,October
